weight,age,height,size
68,32.0,157.48,XL
70,28.0,177.8,XL
70,25.0,177.8,XL
60,63.0,157.48,XL
70,35.0,170.18,XL
59,28.0,167.64,XL
63,33.0,165.1,XL
81,30.0,172.72,XL
61,44.0,165.1,XL
70,33.0,157.48,XL
63,29.0,165.1,XL
65,37.0,165.1,XL
68,30.0,175.26,XL
68,30.0,165.1,XL
63,44.0,167.64,XL
75,46.0,167.64,XL
72,24.0,177.8,XL
63,32.0,170.18,XL
65,32.0,162.56,XL
68,52.0,177.8,XL
72,29.0,167.64,XL
78,17.0,172.72,XL
70,34.0,167.64,XL
58,38.0,157.48,XL
72,31.0,162.56,XL
68,35.0,160.02,XL
72,41.0,172.72,XL
68,30.0,162.56,XL
72,27.0,162.56,XL
72,30.0,165.1,XL
61,31.0,172.72,XL
63,40.0,170.18,XL
68,27.0,157.48,XL
63,30.0,160.02,XL
68,32.0,167.64,XL
72,34.0,152.4,XL
63,35.0,149.86,XL
67,29.0,175.26,XL
63,27.0,160.02,XL
66,27.0,160.02,XL
56,65.0,170.18,XL
55,61.0,160.02,XL
67,33.0,167.64,XL
61,30.0,162.56,XL
65,44.0,167.64,XL
72,39.0,172.72,XL
70,29.0,175.26,XL
65,21.0,172.72,XL
63,39.0,170.18,XL
70,34.0,170.18,XL
65,29.0,175.26,XL
65,31.0,170.18,XL
58,55.0,167.64,XL
58,33.0,162.56,XL
61,39.0,157.48,XL
65,25.0,170.18,XL
74,32.0,160.02,XL
78,27.0,180.34,XL
61,46.0,160.02,XL
64,29.0,172.72,XL
70,31.0,170.18,XL
86,34.0,182.88,XL
65,46.0,170.18,XL
63,35.0,172.72,XL
58,33.0,157.48,XL
68,29.0,167.64,XL
63,50.0,160.02,XL
72,32.0,172.72,XL
74,34.0,180.34,XL
61,40.0,167.64,XL
67,37.0,165.1,XL
61,39.0,172.72,XL
70,37.0,167.64,XL
65,37.0,172.72,XL
65,24.0,170.18,XL
65,36.0,167.64,XL
70,30.0,167.64,XL
68,32.0,165.1,XL
56,48.0,167.64,XL
61,33.0,167.64,XL
63,38.0,170.18,XL
79,38.0,177.8,XL
66,39.0,175.26,XL
63,29.0,165.1,XL
53,30.0,160.02,XL
68,52.0,177.8,XL
61,29.0,160.02,XL
66,40.0,165.1,XL
69,47.0,177.8,XL
70,31.0,170.18,XL
63,34.0,167.64,XL
63,24.0,170.18,XL
68,44.0,165.1,XL
72,34.0,167.64,XL
65,27.0,170.18,XL
65,28.0,177.8,XL
63,38.0,167.64,XL
68,25.0,165.1,XL
63,27.0,167.64,XL
65,25.0,167.64,XL
68,34.0,175.26,XL
62,37.0,175.26,XL
68,40.0,152.4,XL
58,33.0,162.56,XL
67,34.0,170.18,XL
74,40.0,167.64,XL
63,34.0,167.64,XL
63,32.0,167.64,XL
66,28.0,154.94,XL
54,32.0,147.32,XL
68,41.0,172.72,XL
65,46.0,172.72,XL
74,37.0,170.18,XL
68,26.0,165.1,XL
65,30.0,165.1,XL
56,31.0,157.48,XL
66,35.0,172.72,XL
61,40.0,162.56,XL
56,50.0,157.48,XL
67,39.0,167.64,XL
81,29.0,162.56,XL
65,45.0,162.56,XL
68,27.0,167.64,XL
65,32.0,170.18,XL
65,37.0,165.1,XL
72,33.0,167.64,XL
72,52.0,170.18,XL
65,34.0,162.56,XL
59,29.0,157.48,XL
63,33.0,180.34,XL
68,33.0,172.72,XL
68,43.0,175.26,XL
62,33.0,167.64,XL
68,31.0,172.72,XL
72,35.0,167.64,XL
70,26.0,165.1,XL
59,40.0,162.56,XL
65,39.0,167.64,XL
72,31.0,172.72,XL
68,26.0,165.1,XL
63,39.0,175.26,XL
59,23.0,162.56,XL
68,31.0,167.64,XL
68,34.0,167.64,XL
61,50.0,157.48,XL
66,27.0,170.18,XL
62,31.0,152.4,XL
70,29.0,165.1,XL
79,42.0,167.64,XL
70,31.0,160.02,XL
58,49.0,162.56,XL
70,40.0,175.26,XL
64,29.0,172.72,XL
70,31.0,165.1,XL
58,39.0,154.94,XL
65,23.0,165.1,XL
62,25.0,157.48,XL
68,22.0,170.18,XL
81,32.0,175.26,XL
63,34.0,162.56,XL
65,27.0,177.8,XL
72,28.0,172.72,XL
58,30.0,165.1,XL
53,29.0,157.48,XL
65,33.0,160.02,XL
63,45.0,165.1,XL
70,34.0,167.64,XL
63,32.0,172.72,XL
65,31.0,162.56,XL
65,46.0,160.02,XL
58,63.0,170.18,XL
68,41.0,172.72,XL
58,31.0,170.18,XL
62,32.0,160.02,XL
65,29.0,172.72,XL
71,41.0,170.18,XL
58,42.0,160.02,XL
63,45.0,172.72,XL
65,26.0,172.72,XL
67,33.0,170.18,XL
63,29.0,162.56,XL
65,37.0,170.18,XL
66,27.0,167.64,XL
70,54.0,162.56,XL
61,36.0,177.8,XL
58,31.0,162.56,XL
68,31.0,170.18,XL
67,34.0,177.8,XL
68,27.0,167.64,XL
70,28.0,172.72,XL
63,35.0,157.48,XL
67,45.0,165.1,XL
68,29.0,157.48,XL
58,33.0,167.64,XL
72,38.0,175.26,XL
62,40.0,154.94,XL
63,57.0,167.64,XL
61,24.0,162.56,XL
68,38.0,177.8,XL
68,28.0,172.72,XL
61,31.0,167.64,XL
85,34.0,170.18,XL
63,29.0,162.56,XL
70,29.0,160.02,XL
63,53.0,165.1,XL
74,35.0,175.26,XL
62,32.0,175.26,XL
72,30.0,172.72,XL
58,32.0,160.02,XL
63,35.0,165.1,XL
58,32.0,160.02,XL
66,37.0,167.64,XL
63,41.0,167.64,XL
65,41.0,165.1,XL
68,31.0,172.72,XL
68,26.0,172.72,XL
65,30.0,162.56,XL
65,47.0,177.8,XL
63,43.0,162.56,XL
65,26.0,165.1,XL
72,37.0,175.26,XL
62,41.0,157.48,XL
56,27.0,162.56,XL
62,40.0,175.26,XL
62,61.0,170.18,XL
70,55.0,165.1,XL
71,32.0,170.18,XL
58,58.0,162.56,XL
63,25.0,172.72,XL
72,36.0,172.72,XL
56,48.0,162.56,XL
70,29.0,170.18,XL
63,53.0,162.56,XL
65,48.0,170.18,XL
62,36.0,170.18,XL
79,30.0,167.64,XL
68,33.0,162.56,XL
58,44.0,167.64,XL
65,34.0,175.26,XL
72,27.0,170.18,XL
68,25.0,177.8,XL
74,27.0,167.64,XL
61,44.0,170.18,XL
65,37.0,162.56,XL
72,30.0,175.26,XL
65,48.0,157.48,XL
70,33.0,177.8,XL
81,32.0,167.64,XL
68,34.0,170.18,XL
66,31.0,167.64,XL
70,53.0,177.8,XL
61,22.0,172.72,XL
77,32.0,172.72,XL
63,35.0,165.1,XL
74,27.0,175.26,XL
68,31.0,162.56,XL
68,29.0,170.18,XL
70,32.0,162.56,XL
72,33.0,177.8,XL
68,34.0,170.18,XL
70,40.0,170.18,XL
68,42.0,157.48,XL
61,27.0,165.1,XL
63,31.0,177.8,XL
65,28.0,180.34,XL
70,34.0,172.72,XL
63,36.0,162.56,XL
65,30.0,170.18,XL
62,40.0,170.18,XL
65,28.0,162.56,XL
70,46.0,167.64,XL
58,40.0,162.56,XL
64,29.0,160.02,XL
58,37.0,165.1,XL
63,34.0,165.1,XL
61,39.0,154.94,XL
68,32.0,162.56,XL
62,34.0,165.1,XL
65,30.0,172.72,XL
57,63.0,165.1,XL
74,27.0,175.26,XL
63,29.0,165.1,XL
58,29.0,162.56,XL
55,35.0,167.64,XL
61,27.0,157.48,XL
72,54.0,165.1,XL
58,36.0,167.64,XL
66,42.0,172.72,XL
58,40.0,157.48,XL
65,32.0,167.64,XL
70,34.0,177.8,XL
65,28.0,170.18,XL
70,32.0,175.26,XL
62,50.0,165.1,XL
70,31.0,167.64,XL
72,35.0,177.8,XL
68,43.0,177.8,XL
70,29.0,175.26,XL
61,20.0,175.26,XL
58,28.0,165.1,XL
62,32.0,160.02,XL
61,54.0,177.8,XL
60,50.0,160.02,XL
77,34.0,167.64,XL
56,36.0,170.18,XL
59,34.0,170.18,XL
68,33.0,170.18,XL
56,46.0,157.48,XL
61,30.0,160.02,XL
52,26.0,167.64,XL
63,39.0,165.1,XL
68,31.0,160.02,XL
63,57.0,170.18,XL
57,39.0,170.18,XL
68,33.0,172.72,XL
63,30.0,170.18,XL
70,25.0,172.72,XL
77,32.0,162.56,XL
68,23.0,162.56,XL
70,29.0,162.56,XL
63,29.0,162.56,XL
58,29.0,162.56,XL
65,35.0,165.1,XL
68,48.0,180.34,XL
54,28.0,165.1,XL
67,32.0,170.18,XL
64,50.0,167.64,XL
72,41.0,172.72,XL
61,38.0,172.72,XL
70,28.0,175.26,XL
70,31.0,167.64,XL
63,53.0,165.1,XL
70,34.0,172.72,XL
73,28.0,175.26,XL
68,27.0,175.26,XL
70,36.0,170.18,XL
72,22.0,170.18,XL
70,37.0,165.1,XL
63,32.0,167.64,XL
61,28.0,170.18,XL
64,26.0,177.8,XL
70,35.0,175.26,XL
68,21.0,167.64,XL
56,48.0,162.56,XL
58,28.0,160.02,XL
54,27.0,162.56,XL
77,26.0,165.1,XL
68,32.0,170.18,XL
61,33.0,162.56,XL
58,52.0,157.48,XL
63,28.0,182.88,XL
63,26.0,162.56,XL
56,33.0,154.94,XL
72,28.0,185.42,XL
63,47.0,160.02,XL
72,28.0,157.48,XL
68,30.0,180.34,XL
63,30.0,160.02,XL
68,36.0,175.26,XL
67,35.0,172.72,XL
72,47.0,177.8,XL
65,32.0,165.1,XL
70,29.0,170.18,XL
68,31.0,175.26,XL
65,46.0,160.02,XL
68,23.0,175.26,XL
70,34.0,172.72,XL
68,34.0,172.72,XL
65,43.0,175.26,XL
65,39.0,157.48,XL
77,36.0,167.64,XL
65,30.0,170.18,XL
63,25.0,162.56,XL
68,26.0,170.18,XL
65,41.0,180.34,XL
63,36.0,170.18,XL
70,29.0,167.64,XL
63,39.0,165.1,XL
72,32.0,167.64,XL
65,31.0,137.16,XL
56,37.0,160.02,XL
65,33.0,167.64,XL
70,24.0,172.72,XL
65,22.0,167.64,XL
65,48.0,170.18,XL
72,35.0,177.8,XL
58,45.0,160.02,XL
77,34.0,177.8,XL
67,46.0,162.56,XL
65,27.0,170.18,XL
57,21.0,167.64,XL
68,31.0,162.56,XL
68,30.0,180.34,XL
62,34.0,162.56,XL
56,48.0,165.1,XL
65,44.0,172.72,XL
68,28.0,175.26,XL
68,38.0,170.18,XL
63,47.0,162.56,XL
63,29.0,170.18,XL
63,28.0,175.26,XL
72,35.0,175.26,XL
65,27.0,175.26,XL
68,30.0,177.8,XL
62,41.0,170.18,XL
60,36.0,157.48,XL
65,62.0,172.72,XL
70,28.0,167.64,XL
58,59.0,167.64,XL
74,41.0,170.18,XL
63,44.0,167.64,XL
63,34.0,167.64,XL
72,31.0,175.26,XL
70,26.0,162.56,XL
58,50.0,170.18,XL
62,26.0,160.02,XL
63,32.0,160.02,XL
68,26.0,170.18,XL
68,29.0,165.1,XL
73,39.0,180.34,XL
65,26.0,170.18,XL
74,26.0,172.72,XL
72,28.0,172.72,XL
68,30.0,167.64,XL
61,35.0,165.1,XL
57,35.0,157.48,XL
63,48.0,177.8,XL
58,33.0,170.18,XL
63,36.0,170.18,XL
77,34.0,182.88,XL
61,35.0,162.56,XL
58,20.0,152.4,XL
63,43.0,160.02,XL
65,35.0,167.64,XL
77,37.0,177.8,XL
70,33.0,162.56,XL
68,30.0,167.64,XL
56,50.0,165.1,XL
68,28.0,162.56,XL
72,25.0,162.56,XL
68,33.0,165.1,XL
70,28.0,167.64,XL
63,30.0,167.64,XL
63,29.0,165.1,XL
74,27.0,177.8,XL
65,35.0,160.02,XL
70,35.0,175.26,XL
74,31.0,172.72,XL
65,32.0,167.64,XL
59,33.0,165.1,XL
65,32.0,170.18,XL
70,33.0,167.64,XL
67,33.0,165.1,XL
68,40.0,162.56,XL
58,36.0,162.56,XL
68,27.0,172.72,XL
58,53.0,167.64,XL
68,35.0,162.56,XL
70,32.0,172.72,XL
62,38.0,172.72,XL
67,33.0,170.18,XL
72,28.0,172.72,XL
68,35.0,177.8,XL
58,38.0,162.56,XL
62,33.0,157.48,XL
61,28.0,170.18,XL
70,35.0,175.26,XL
70,32.0,175.26,XL
64,34.0,165.1,XL
58,33.0,157.48,XL
54,56.0,162.56,XL
72,27.0,170.18,XL
65,33.0,172.72,XL
70,29.0,160.02,XL
81,34.0,172.72,XL
63,36.0,170.18,XL
63,55.0,170.18,XL
61,28.0,167.64,XL
61,35.0,157.48,XL
65,43.0,157.48,XL
55,42.0,160.02,XL
63,28.0,165.1,XL
68,23.0,167.64,XL
68,38.0,170.18,XL
71,28.0,172.72,XL
74,35.0,175.26,XL
61,40.0,167.64,XL
68,32.0,162.56,XL
68,29.0,165.1,XL
68,31.0,162.56,XL
61,32.0,175.26,XL
65,27.0,172.72,XL
63,29.0,175.26,XL
65,22.0,175.26,XL
64,41.0,170.18,XL
61,48.0,172.72,XL
65,43.0,170.18,XL
62,46.0,165.1,XL
61,70.0,165.1,XL
65,34.0,160.02,XL
68,32.0,175.26,XL
59,40.0,160.02,XL
68,33.0,175.26,XL
80,30.0,175.26,XL
68,34.0,175.26,XL
63,25.0,175.26,XL
68,28.0,170.18,XL
63,37.0,167.64,XL
68,35.0,167.64,XL
63,20.0,162.56,XL
70,28.0,180.34,XL
68,40.0,154.94,XL
70,55.0,165.1,XL
58,30.0,162.56,XL
72,62.0,175.26,XL
63,44.0,172.72,XL
56,43.0,160.02,XL
79,38.0,172.72,XL
68,44.0,175.26,XL
65,28.0,160.02,XL
65,47.0,175.26,XL
72,38.0,172.72,XL
63,29.0,167.64,XL
65,36.0,170.18,XL
72,31.0,167.64,XL
65,27.0,175.26,XL
55,45.0,167.64,XL
65,46.0,172.72,XL
70,29.0,172.72,XL
63,36.0,162.56,XL
70,23.0,177.8,XL
65,33.0,160.02,XL
65,26.0,165.1,XL
61,32.0,167.64,XL
65,33.0,175.26,XL
61,38.0,167.64,XL
70,36.0,175.26,XL
63,32.0,170.18,XL
64,36.0,157.48,XL
67,28.0,154.94,XL
54,35.0,157.48,XL
68,35.0,162.56,XL
68,32.0,154.94,XL
45,35.0,152.4,XXS
55,33.0,157.48,XXS
51,29.0,162.56,XXS
53,30.0,154.94,XXS
49,21.0,157.48,XXS
56,43.0,170.18,XXS
47,31.0,162.56,XXS
54,29.0,167.64,XXS
48,46.0,157.48,XXS
53,32.0,170.18,XXS
47,23.0,154.94,XXS
53,32.0,162.56,XXS
49,27.0,154.94,XXS
49,36.0,160.02,XXS
54,31.0,165.1,XXS
43,40.0,154.94,XXS
52,42.0,167.64,XXS
56,29.0,167.64,XXS
47,27.0,157.48,XXS
49,32.0,157.48,XXS
47,34.0,154.94,XXS
52,39.0,154.94,XXS
53,33.0,157.48,XXS
43,28.0,152.4,XXS
53,32.0,160.02,XXS
58,29.0,167.64,XXS
54,28.0,165.1,XXS
61,29.0,170.18,XXS
52,29.0,157.48,XXS
49,30.0,162.56,XXS
43,21.0,149.86,XXS
52,32.0,160.02,XXS
52,28.0,154.94,XXS
52,21.0,167.64,XXS
49,31.0,154.94,XXS
48,32.0,160.02,XXS
43,31.0,160.02,XXS
50,44.0,167.64,XXS
52,33.0,162.56,XXS
54,27.0,165.1,XXS
46,30.0,162.56,XXS
52,42.0,167.64,XXS
54,21.0,172.72,XXS
52,38.0,160.02,XXS
51,21.0,157.48,XXS
47,33.0,149.86,XXS
56,27.0,165.1,XXS
56,29.0,165.1,XXS
51,27.0,167.64,XXS
54,26.0,154.94,XXS
45,32.0,160.02,XXS
54,27.0,160.02,XXS
47,23.0,154.94,XXS
58,42.0,165.1,XXS
56,26.0,172.72,XXS
52,32.0,157.48,XXS
51,34.0,162.56,XXS
45,42.0,152.4,XXS
43,33.0,152.4,XXS
56,24.0,172.72,XXS
52,34.0,165.1,XXS
54,37.0,165.1,XXS
49,31.0,152.4,XXS
53,26.0,165.1,XXS
46,29.0,157.48,XXS
56,25.0,167.64,XXS
58,30.0,162.56,XXS
54,40.0,167.64,XXS
54,29.0,165.1,XXS
49,24.0,152.4,XXS
48,27.0,162.56,XXS
58,41.0,160.02,XXS
48,20.0,152.4,XXS
49,31.0,165.1,XXS
56,46.0,162.56,XXS
52,25.0,165.1,XXS
44,28.0,149.86,XXS
53,43.0,165.1,XXS
48,31.0,157.48,XXS
52,20.0,162.56,XXS
49,28.0,154.94,XXS
49,32.0,162.56,XXS
47,30.0,162.56,XXS
49,20.0,160.02,XXS
49,24.0,154.94,XXS
53,50.0,160.02,XXS
58,25.0,170.18,XXS
55,50.0,154.94,XXS
51,31.0,165.1,XXS
55,32.0,175.26,XXS
48,32.0,162.56,XXS
54,31.0,152.4,XXS
49,28.0,162.56,XXS
54,32.0,160.02,XXS
52,35.0,162.56,XXS
53,28.0,165.1,XXS
49,30.0,160.02,XXS
48,28.0,154.94,XXS
52,31.0,160.02,XXS
54,28.0,162.56,XXS
55,22.0,162.56,XXS
45,28.0,152.4,XXS
54,30.0,165.1,XXS
47,52.0,157.48,XXS
48,30.0,160.02,XXS
53,30.0,154.94,XXS
49,36.0,152.4,XXS
43,28.0,162.56,XXS
58,39.0,162.56,XXS
56,29.0,170.18,XXS
54,28.0,172.72,XXS
52,32.0,160.02,XXS
49,28.0,165.1,XXS
49,16.0,167.64,XXS
49,41.0,160.02,XXS
54,30.0,162.56,XXS
52,51.0,162.56,XXS
52,32.0,157.48,XXS
45,28.0,154.94,XXS
45,27.0,152.4,XXS
45,33.0,165.1,XXS
45,18.0,152.4,XXS
47,32.0,154.94,XXS
52,30.0,167.64,XXS
52,30.0,157.48,XXS
53,32.0,162.56,XXS
54,32.0,170.18,XXS
49,39.0,165.1,XXS
47,42.0,160.02,XXS
49,22.0,167.64,XXS
52,33.0,162.56,XXS
47,28.0,152.4,XXS
48,40.0,154.94,XXS
49,26.0,157.48,XXS
52,37.0,162.56,XXS
46,41.0,149.86,XXS
57,18.0,172.72,XXS
102,53.0,160.02,XXS
81,30.0,172.72,XXS
52,33.0,172.72,XXS
58,32.0,170.18,XXS
50,31.0,167.64,XXS
56,25.0,167.64,XXS
44,51.0,152.4,XXS
52,25.0,157.48,XXS
51,22.0,160.02,XXS
54,28.0,172.72,XXS
45,28.0,170.18,XXS
51,22.0,157.48,XXS
52,32.0,162.56,XXS
56,27.0,154.94,XXS
50,25.0,152.4,XXS
48,34.0,154.94,XXS
53,34.0,170.18,XXS
47,26.0,157.48,XXS
47,30.0,154.94,XXS
47,36.0,170.18,XXS
53,32.0,157.48,XXS
54,32.0,175.26,XXS
52,30.0,165.1,XXS
49,28.0,154.94,XXS
54,54.0,157.48,XXS
54,23.0,157.48,XXS
53,33.0,157.48,XXS
54,37.0,170.18,XXS
49,36.0,157.48,XXS
48,30.0,154.94,XXS
52,33.0,167.64,XXS
52,31.0,167.64,XXS
52,26.0,165.1,XXS
61,31.0,172.72,XXS
47,32.0,170.18,XXS
54,41.0,160.02,XXS
43,30.0,149.86,XXS
56,26.0,165.1,XXS
52,33.0,165.1,XXS
40,29.0,157.48,XXS
52,21.0,172.72,XXS
49,26.0,157.48,XXS
48,28.0,160.02,XXS
47,33.0,160.02,XXS
49,34.0,162.56,XXS
52,31.0,154.94,XXS
52,34.0,167.64,XXS
45,48.0,157.48,XXS
46,33.0,154.94,XXS
71,49.0,170.18,XXS
54,39.0,167.64,XXS
45,29.0,154.94,XXS
48,25.0,157.48,XXS
43,25.0,149.86,XXS
49,24.0,160.02,XXS
53,28.0,157.48,XXS
46,34.0,154.94,XXS
45,29.0,154.94,XXS
49,39.0,167.64,XXS
54,33.0,154.94,XXS
52,30.0,157.48,XXS
52,40.0,157.48,XXS
52,27.0,167.64,XXS
52,38.0,154.94,XXS
49,36.0,157.48,XXS
43,32.0,154.94,XXS
53,36.0,167.64,XXS
45,33.0,162.56,XXS
49,29.0,152.4,XXS
56,23.0,170.18,XXS
49,17.0,154.94,XXS
48,38.0,157.48,XXS
49,31.0,154.94,XXS
49,32.0,157.48,XXS
49,28.0,170.18,XXS
54,25.0,160.02,XXS
49,32.0,162.56,XXS
50,35.0,162.56,XXS
53,33.0,157.48,XXS
51,25.0,162.56,XXS
56,36.0,167.64,XXS
45,22.0,152.4,XXS
56,28.0,157.48,XXS
54,31.0,160.02,XXS
52,51.0,162.56,XXS
49,49.0,162.56,XXS
52,48.0,157.48,XXS
45,22.0,154.94,XXS
47,26.0,167.64,XXS
49,32.0,160.02,XXS
48,27.0,154.94,XXS
56,33.0,162.56,XXS
51,33.0,162.56,XXS
52,29.0,170.18,XXS
54,43.0,162.56,XXS
53,30.0,157.48,XXS
52,32.0,152.4,XXS
47,28.0,167.64,XXS
49,29.0,154.94,XXS
52,29.0,157.48,XXS
53,38.0,160.02,XXS
52,36.0,160.02,XXS
47,35.0,162.56,XXS
44,31.0,152.4,XXS
45,26.0,157.48,XXS
52,28.0,167.64,XXS
45,34.0,152.4,XXS
57,31.0,170.18,XXS
43,30.0,149.86,XXS
43,44.0,157.48,XXS
52,27.0,157.48,XXS
54,33.0,160.02,XXS
51,32.0,167.64,XXS
45,33.0,157.48,XXS
50,31.0,154.94,XXS
52,33.0,160.02,XXS
49,26.0,157.48,XXS
47,19.0,162.56,XXS
51,33.0,162.56,XXS
54,34.0,152.4,XXS
47,34.0,152.4,XXS
49,24.0,160.02,XXS
54,25.0,149.86,XXS
56,35.0,160.02,XXS
46,33.0,157.48,XXS
54,37.0,162.56,XXS
54,40.0,160.02,XXS
50,32.0,160.02,XXS
47,25.0,162.56,XXS
52,27.0,157.48,XXS
49,31.0,157.48,XXS
41,34.0,152.4,XXS
52,20.0,157.48,XXS
52,32.0,167.64,XXS
54,22.0,157.48,XXS
53,35.0,160.02,XXS
52,34.0,157.48,XXS
51,27.0,160.02,XXS
51,31.0,154.94,XXS
49,45.0,160.02,XXS
54,29.0,160.02,XXS
54,22.0,165.1,XXS
45,34.0,157.48,XXS
56,31.0,160.02,XXS
47,28.0,157.48,XXS
45,32.0,162.56,XXS
47,25.0,157.48,XXS
54,25.0,175.26,XXS
54,29.0,160.02,XXS
43,22.0,154.94,XXS
52,34.0,154.94,XXS
43,26.0,154.94,XXS
45,30.0,152.4,XXS
50,22.0,157.48,XXS
54,39.0,157.48,XXS
54,40.0,165.1,XXS
54,30.0,167.64,XXS
47,37.0,152.4,XXS
45,35.0,157.48,XXS
45,31.0,154.94,XXS
54,25.0,157.48,XXS
46,34.0,152.4,XXS
54,33.0,162.56,XXS
49,25.0,157.48,XXS
49,28.0,182.88,XXS
48,35.0,154.94,XXS
51,41.0,147.32,XXS
45,44.0,157.48,XXS
54,30.0,165.1,XXS
52,27.0,152.4,XXS
53,27.0,167.64,XXS
55,31.0,152.4,XXS
49,48.0,162.56,XXS
43,27.0,157.48,XXS
46,27.0,152.4,XXS
54,29.0,170.18,XXS
55,53.0,167.64,XXS
47,32.0,154.94,XXS
50,31.0,165.1,XXS
52,38.0,172.72,XXS
55,35.0,175.26,XXS
52,58.0,157.48,XXS
54,33.0,160.02,XXS
47,30.0,154.94,XXS
47,43.0,157.48,XXS
49,38.0,154.94,XXS
53,30.0,154.94,XXS
55,30.0,167.64,XXS
47,33.0,157.48,XXS
43,32.0,149.86,XXS
47,34.0,160.02,XXS
48,29.0,149.86,XXS
50,40.0,157.48,XXS
53,30.0,162.56,XXS
48,37.0,152.4,XXS
50,29.0,154.94,XXS
48,28.0,157.48,XXS
52,32.0,162.56,XXS
50,32.0,160.02,XXS
53,32.0,157.48,XXS
47,24.0,167.64,XXS
54,40.0,170.18,XXS
52,28.0,167.64,XXS
49,22.0,172.72,XXS
49,33.0,170.18,XXS
56,32.0,170.18,XXS
44,41.0,144.78,XXS
54,24.0,157.48,XXS
49,30.0,165.1,XXS
52,28.0,167.64,XXS
53,32.0,167.64,XXS
47,29.0,157.48,XXS
49,31.0,165.1,XXS
56,29.0,170.18,XXS
52,24.0,170.18,XXS
53,45.0,162.56,XXS
45,35.0,157.48,XXS
58,27.0,170.18,XXS
47,29.0,154.94,XXS
54,27.0,165.1,XXS
49,28.0,154.94,XXS
54,31.0,162.56,XXS
49,40.0,162.56,XXS
49,34.0,162.56,XXS
63,27.0,170.18,XXS
53,30.0,165.1,XXS
54,23.0,167.64,XXS
59,32.0,165.1,XXS
51,30.0,154.94,XXS
52,27.0,167.64,XXS
49,28.0,157.48,XXS
47,24.0,167.64,XXS
45,29.0,149.86,XXS
54,19.0,157.48,XXS
49,28.0,157.48,XXS
54,29.0,167.64,XXS
52,30.0,170.18,XXS
49,57.0,154.94,XXS
46,23.0,160.02,XXS
47,29.0,160.02,XXS
52,24.0,162.56,XXS
45,35.0,157.48,XXS
51,25.0,157.48,XXS
49,28.0,162.56,XXS
53,29.0,165.1,XXS
52,30.0,152.4,XXS
58,23.0,157.48,XXS
47,28.0,162.56,XXS
51,24.0,157.48,XXS
49,28.0,170.18,XXS
54,34.0,167.64,XXS
49,31.0,147.32,XXS
56,32.0,165.1,XXS
56,28.0,162.56,XXS
49,33.0,165.1,XXS
47,25.0,154.94,XXS
49,33.0,157.48,XXS
48,29.0,162.56,XXS
49,39.0,167.64,XXS
48,45.0,162.56,XXS
46,29.0,157.48,XXS
49,24.0,152.4,XXS
48,32.0,157.48,XXS
53,46.0,162.56,XXS
52,22.0,157.48,XXS
45,28.0,152.4,XXS
52,30.0,162.56,XXS
61,36.0,157.48,XXS
53,25.0,157.48,XXS
45,32.0,157.48,XXS
58,45.0,165.1,XXS
52,29.0,165.1,XXS
47,32.0,170.18,XXS
49,57.0,175.26,XXS
56,28.0,175.26,XXS
47,21.0,162.56,XXS
47,25.0,157.48,XXS
54,26.0,162.56,XXS
47,25.0,165.1,XXS
58,40.0,170.18,XXS
45,35.0,160.02,XXS
45,26.0,157.48,XXS
45,29.0,152.4,XXS
48,28.0,157.48,XXS
51,49.0,165.1,XXS
52,29.0,165.1,XXS
57,32.0,167.64,XXS
49,24.0,167.64,XXS
49,25.0,162.56,XXS
53,30.0,157.48,XXS
52,31.0,167.64,XXS
54,30.0,162.56,XXS
49,30.0,157.48,XXS
46,30.0,154.94,XXS
49,21.0,160.02,XXS
46,28.0,165.1,XXS
56,29.0,162.56,XXS
47,34.0,149.86,XXS
48,41.0,170.18,XXS
52,29.0,160.02,XXS
49,41.0,162.56,XXS
53,36.0,157.48,XXS
49,37.0,157.48,XXS
48,32.0,162.56,XXS
56,31.0,175.26,XXS
50,32.0,154.94,XXS
51,31.0,165.1,XXS
55,31.0,160.02,XXS
54,29.0,165.1,XXS
49,65.0,167.64,XXS
54,26.0,167.64,XXS
54,29.0,165.1,XXS
52,33.0,157.48,XXS
43,24.0,160.02,XXS
56,24.0,167.64,XXS
52,19.0,154.94,XXS
46,40.0,157.48,XXS
53,31.0,162.56,XXS
49,30.0,157.48,XXS
55,29.0,165.1,XXS
57,26.0,175.26,XXS
54,33.0,172.72,XXS
49,37.0,160.02,XXS
50,27.0,165.1,XXS
47,36.0,160.02,XXS
49,31.0,162.56,XXS
52,29.0,170.18,XXS
56,24.0,165.1,XXS
51,33.0,162.56,XXS
45,36.0,157.48,XXS
52,28.0,162.56,XXS
45,37.0,162.56,XXS
50,35.0,157.48,XXS
55,28.0,165.1,XXS
50,43.0,160.02,XXS
47,29.0,154.94,XXS
51,25.0,157.48,XXS
45,38.0,160.02,XXS
53,26.0,167.64,XXS
47,28.0,149.86,XXS
54,19.0,170.18,XXS
49,56.0,160.02,XXS
52,30.0,165.1,XXS
49,52.0,162.56,XXS
47,29.0,162.56,XXS
52,43.0,162.56,XXS
54,54.0,157.48,XXS
53,21.0,167.64,XXS
50,37.0,157.48,XXS
49,21.0,157.48,XXS
49,29.0,167.64,XXS
47,30.0,154.94,XXS
51,26.0,154.94,XXS
51,25.0,162.56,XXS
54,31.0,170.18,XXS
47,24.0,154.94,XXS
52,26.0,165.1,XXS
52,32.0,157.48,XXS
